,Close,Oil Close,Gold Close,daily_increase
2013-12-30,756.13,98.9,$1354.10,13439.583333333954
2013-12-31,754.01,98.17,$1352.60,13439.583333333954
2014-01-01,771.4,98.17,$1352.60,13462.5
2014-01-02,802.39,95.14,$1375.50,13462.5
2014-01-03,818.72,93.66,$1388.90,13462.5
2014-01-04,859.51,93.66,$1388.90,13679.166666666046
2014-01-05,933.53,93.66,$1388.90,13679.166666666046
2014-01-06,953.29,93.12,$1388.30,13679.166666666046
2014-01-07,802.0,93.31,$1379.90,13565.625
2014-01-08,842.72,91.9,$1375.80,13565.625
2014-01-09,846.86,91.36,$1379.70,13565.625
2014-01-10,868.48,92.39,$1397.20,13615.625
2014-01-11,913.95,92.39,$1397.20,13615.625
2014-01-12,863.22,92.39,$1397.20,13615.625
2014-01-13,841.2,91.45,$1401.40,13504.166666666046
2014-01-14,833.27,92.15,$1395.70,13504.166666666046
2014-01-15,860.9,93.78,$1388.60,13504.166666666046
2014-01-16,835.63,93.54,$1390.50,13430.208333333954
2014-01-17,814.64,93.96,$1402.20,13430.208333333954
2014-01-18,840.0,93.96,$1402.20,13430.208333333954
2014-01-19,870.96,93.96,$1402.20,13246.875
2014-01-20,870.2,93.96,$1402.20,13246.875
2014-01-21,863.91,94.51,$1392.10,13246.875
2014-01-22,845.59,96.35,$1388.90,13931.25
2014-01-23,822.04,97.23,$1412.60,13931.25
2014-01-24,797.07,96.66,$1414.60,13931.25
2014-01-25,853.61,96.66,$1414.60,13879.166666666046
2014-01-26,885.28,96.66,$1414.60,13879.166666666046
2014-01-27,771.39,95.82,$1413.70,13879.166666666046
2014-01-28,812.51,97.49,$1401.10,13879.166666666046
2014-01-29,826.0,97.34,$1412.50,14153.125
2014-01-30,819.03,98.25,$1392.50,14153.125
2014-01-31,829.92,97.55,$1390.40,14153.125
2014-02-01,832.58,97.55,$1390.40,13396.875
2014-02-02,825.37,97.55,$1390.40,13396.875
2014-02-03,823.83,96.44,$1410.70,13396.875
2014-02-04,827.96,97.24,$1402.00,13511.458333333954
2014-02-05,811.91,97.4,$1407.70,13511.458333333954
2014-02-06,781.55,97.84,$1408.00,13511.458333333954
2014-02-07,712.4,99.98,$1413.70,14006.25
2014-02-08,673.92,99.98,$1413.70,14006.25
2014-02-09,682.9,99.98,$1413.70,14006.25
2014-02-10,681.03,100.12,$1425.50,13697.916666666046
2014-02-11,672.17,99.96,$1440.60,13697.916666666046
2014-02-12,651.72,100.38,$1445.80,13697.916666666046
2014-02-13,605.24,100.27,$1450.90,13697.916666666046
2014-02-14,661.99,100.31,$1469.40,13909.375
2014-02-15,650.92,100.31,$1469.40,13909.375
2014-02-16,616.63,100.31,$1469.40,13909.375
2014-02-17,626.27,100.31,$1469.40,14032.291666667908
2014-02-18,626.6,102.54,$1475.20,14032.291666667908
2014-02-19,623.03,103.46,$1471.20,14032.291666667908
2014-02-20,556.14,103.2,$1467.70,14026.041666666046
2014-02-21,574.16,102.53,$1474.40,14026.041666666046
2014-02-22,605.42,102.53,$1474.40,14026.041666666046
2014-02-23,605.82,102.53,$1474.40,14171.875
2014-02-24,546.32,103.17,$1488.80,14171.875
2014-02-25,538.71,102.2,$1493.50,14171.875
2014-02-26,582.69,102.93,$1478.80,14314.583333333954
2014-02-27,578.77,102.68,$1482.60,14314.583333333954
2014-02-28,549.26,102.88,$1472.40,14314.583333333954
2014-03-01,565.61,102.88,$1472.40,14314.583333333954
2014-03-02,559.79,102.88,$1472.40,14347.916666666046
2014-03-03,667.76,105.34,$1501.10,14347.916666666046
2014-03-04,666.78,103.64,$1488.70,14347.916666666046
2014-03-05,665.51,101.75,$1491.10,13977.083333333954
2014-03-06,663.86,101.82,$1502.60,13977.083333333954
2014-03-07,629.15,102.82,$1489.00,13977.083333333954
2014-03-08,617.45,102.82,$1489.00,13977.083333333954
2014-03-09,636.96,102.82,$1489.00,14351.041666666046
2014-03-10,627.79,101.39,$1492.30,14351.041666666046
2014-03-11,634.11,100.29,$1497.50,14351.041666666046
2014-03-12,632.1,98.29,$1521.30,14226.041666666046
2014-03-13,638.14,98.57,$1523.20,14226.041666666046
2014-03-14,628.8,99.23,$1529.80,14226.041666666046
2014-03-15,636.12,99.23,$1529.80,14226.041666666046
2014-03-16,631.11,99.23,$1529.80,13805.208333333954
2014-03-17,622.373,98.43,$1523.70,13805.208333333954
2014-03-18,614.832,100.08,$1509.80,13805.208333333954
2014-03-19,609.888,100.71,$1492.10,14062.5
2014-03-20,588.77,99.68,$1481.30,14062.5
2014-03-21,571.49,99.97,$1486.80,14062.5
2014-03-22,565.04,99.97,$1486.80,14062.5
2014-03-23,561.272,99.97,$1486.80,13973.958333333954
2014-03-24,583.412,100.05,$1462.00,13973.958333333954
2014-03-25,583.917,99.66,$1462.20,13973.958333333954
2014-03-26,580.827,100.61,$1454.20,14031.25
2014-03-27,471.239,101.25,$1445.50,14031.25
2014-03-28,495.666,101.73,$1444.60,14031.25
2014-03-29,491.172,101.73,$1444.60,14047.916666666046
2014-03-30,460.273,101.73,$1444.60,14047.916666666046
2014-03-31,457.001,101.57,$1434.20,14047.916666666046
2014-04-01,478.375,99.69,$1430.40,14025.0
2014-04-02,437.14,99.6,$1441.30,14025.0
2014-04-03,444.718,100.29,$1435.10,14025.0
2014-04-04,447.526,101.16,$1454.00,13951.041666666046
2014-04-05,461.907,101.16,$1454.00,13951.041666666046
2014-04-06,460.499,101.16,$1454.00,13951.041666666046
2014-04-07,449.423,100.43,$1448.80,13951.041666666046
2014-04-08,453.086,102.57,$1459.60,14237.5
2014-04-09,442.725,103.55,$1456.40,14237.5
2014-04-10,365.176,103.37,$1471.00,14237.5
2014-04-11,420.947,103.68,$1469.50,14036.458333333954
2014-04-12,421.116,103.68,$1469.50,14036.458333333954
2014-04-13,414.063,103.68,$1469.50,14036.458333333954
2014-04-14,458.787,104.05,$1478.00,14000.0
2014-04-15,515.586,103.7,$1450.80,14000.0
2014-04-16,527.395,103.71,$1454.00,14000.0
2014-04-17,495.963,104.33,$1444.40,14000.0
2014-04-18,479.645,104.33,$1444.40,14317.708333333954
2014-04-19,501.565,104.33,$1444.40,14317.708333333954
2014-04-20,498.168,104.33,$1444.40,14317.708333333954
2014-04-21,495.773,104.35,$1439.00,14695.833333332092
2014-04-22,487.924,101.69,$1431.60,14695.833333332092
2014-04-23,491.303,101.47,$1435.10,14695.833333332092
2014-04-24,500.465,102.2,$1441.10,14695.833333332092
2014-04-25,461.449,100.85,$1451.30,14262.5
2014-04-26,458.601,100.85,$1451.30,14262.5
2014-04-27,436.39,100.85,$1451.30,14262.5
2014-04-28,440.285,101.13,$1449.50,14344.791666667908
2014-04-29,447.209,101.56,$1446.80,14344.791666667908
2014-04-30,447.645,100.07,$1446.40,14344.791666667908
2014-05-01,457.76,99.69,$1433.90,14344.791666667908
2014-05-02,449.377,100.09,$1453.40,14479.166666666046
2014-05-03,437.762,100.09,$1453.40,14479.166666666046
2014-05-04,436.403,100.09,$1453.40,14479.166666666046
2014-05-05,433.482,99.74,$1459.80,14479.166666666046
2014-05-06,428.962,99.81,$1459.10,13942.708333333954
2014-05-07,438.821,101.06,$1439.40,13942.708333333954
2014-05-08,440.169,100.52,$1438.20,13942.708333333954
2014-05-09,449.461,100.32,$1438.10,14303.125
2014-05-10,454.433,100.32,$1438.10,14303.125
2014-05-11,438.886,100.32,$1438.10,14303.125
2014-05-12,441.462,100.89,$1446.30,14026.041666666046
2014-05-13,440.671,102.01,$1445.30,14026.041666666046
2014-05-14,443.972,102.63,$1456.40,14026.041666666046
2014-05-15,447.252,101.74,$1444.10,14026.041666666046
2014-05-16,448.058,102.31,$1443.90,13961.458333333954
2014-05-17,448.903,102.31,$1443.90,13961.458333333954
2014-05-18,446.264,102.31,$1443.90,13961.458333333954
2014-05-19,446.181,102.95,$1444.30,14379.166666666046
2014-05-20,485.724,102.8,$1445.10,14379.166666666046
2014-05-21,491.77,104.31,$1438.60,14379.166666666046
2014-05-22,524.579,104.03,$1445.50,14362.5
2014-05-23,520.222,105.01,$1442.20,14362.5
2014-05-24,525.138,105.01,$1442.20,14362.5
2014-05-25,571.588,105.01,$1442.20,14362.5
2014-05-26,583.424,105.01,$1442.20,13828.125
2014-05-27,571.244,104.78,$1416.00,13828.125
2014-05-28,577.062,103.37,$1409.80,13828.125
2014-05-29,568.18,104.26,$1406.80,13611.458333333954
2014-05-30,615.325,103.4,$1396.10,13611.458333333954
2014-05-31,623.677,103.4,$1396.10,13611.458333333954
2014-06-01,630.229,103.4,$1396.10,13611.458333333954
2014-06-02,660.618,103.07,$1394.20,13535.416666666046
2014-06-03,667.605,103.34,$1394.70,13535.416666666046
2014-06-04,641.614,103.27,$1394.50,13535.416666666046
2014-06-05,659.258,103.17,$1403.50,13714.583333333954
2014-06-06,653.702,103.32,$1402.70,13714.583333333954
2014-06-07,654.969,103.32,$1402.70,13714.583333333954
2014-06-08,656.14,103.32,$1402.70,13714.583333333954
2014-06-09,649.159,105.09,$1404.10,13633.333333332092
2014-06-10,653.15,105.02,$1410.30,13633.333333332092
2014-06-11,633.02,105.04,$1411.40,13633.333333332092
2014-06-12,586.952,107.2,$1424.20,14018.75
2014-06-13,600.163,107.49,$1424.30,14018.75
2014-06-14,577.358,107.49,$1424.30,14018.75
2014-06-15,592.937,107.49,$1424.30,14007.291666667908
2014-06-16,592.188,107.52,$1425.50,14007.291666667908
2014-06-17,610.864,106.95,$1422.20,14007.291666667908
2014-06-18,607.958,106.64,$1422.90,13903.125
2014-06-19,598.071,107.08,$1464.30,13903.125
2014-06-20,594.146,107.95,$1466.80,13903.125
2014-06-21,594.992,107.95,$1466.80,13903.125
2014-06-22,602.273,107.95,$1466.80,13997.916666666046
2014-06-23,593.984,106.83,$1468.60,13997.916666666046
2014-06-24,582.357,106.64,$1471.50,13997.916666666046
2014-06-25,566.336,107.04,$1472.80,14025.0
2014-06-26,581.137,106.49,$1467.20,14025.0
2014-06-27,597.261,106.46,$1470.20,14025.0
2014-06-28,596.549,106.46,$1470.20,13730.208333333954
2014-06-29,602.715,106.46,$1470.20,13730.208333333954
2014-06-30,639.797,106.07,$1472.20,13730.208333333954
2014-07-01,640.806,106.06,$1476.80,13880.208333332092
2014-07-02,650.879,105.18,$1481.10,13880.208333332092
2014-07-03,645.156,104.76,$1470.80,13880.208333332092
2014-07-04,630.692,104.76,$1470.80,13880.208333332092
2014-07-05,631.457,104.76,$1470.80,13557.291666667908
2014-07-06,635.807,104.76,$1470.80,13557.291666667908
2014-07-07,624.086,104.19,$1467.20,13557.291666667908
2014-07-08,624.818,104.06,$1466.70,13557.291666667908
2014-07-09,624.532,102.93,$1474.50,13626.041666666046
2014-07-10,616.838,103.61,$1489.40,13626.041666666046
2014-07-11,632.086,101.48,$1487.60,13626.041666666046
2014-07-12,634.278,101.48,$1487.60,14142.708333333954
2014-07-13,626.521,101.48,$1487.60,14142.708333333954
2014-07-14,619.875,101.73,$1456.90,14142.708333333954
2014-07-15,622.054,100.56,$1447.30,14142.708333333954
2014-07-16,616.934,101.88,$1450.00,13738.541666666046
2014-07-17,622.987,103.84,$1467.10,13738.541666666046
2014-07-18,629.213,103.83,$1459.60,13738.541666666046
2014-07-19,628.628,103.83,$1459.60,13787.5
2014-07-20,623.994,103.83,$1459.60,13787.5
2014-07-21,622.034,105.34,$1464.10,13787.5
2014-07-22,621.413,104.59,$1456.50,13787.5
2014-07-23,619.337,103.81,$1454.90,13762.5
2014-07-24,601.243,102.76,$1441.00,13762.5
2014-07-25,601.611,105.23,$1453.50,13762.5
2014-07-26,595.985,105.23,$1453.50,13540.625
2014-07-27,594.316,105.23,$1453.50,13540.625
2014-07-28,585.76,105.68,$1453.50,13540.625
2014-07-29,584.679,104.91,$1448.50,13540.625
2014-07-30,566.849,104.29,$1445.10,14171.875
2014-07-31,586.235,98.23,$1431.50,14171.875
2014-08-01,594.908,97.86,$1443.80,14171.875
2014-08-02,589.412,97.86,$1443.80,14171.875
2014-08-03,585.625,97.86,$1443.80,14358.333333333954
2014-08-04,588.716,98.26,$1437.90,14358.333333333954
2014-08-05,585.166,97.34,$1434.30,14358.333333333954
2014-08-06,584.63,96.93,$1457.20,14358.333333333954
2014-08-07,588.785,97.34,$1461.50,13730.208333332092
2014-08-08,592.619,97.61,$1460.00,13730.208333332092
2014-08-09,589.262,97.61,$1460.00,13730.208333332092
2014-08-10,591.01,97.61,$1460.00,13818.75
2014-08-11,576.602,98.09,$1459.50,13818.75
2014-08-12,569.592,97.36,$1459.60,13818.75
2014-08-13,546.08,97.57,$1463.50,14134.375
2014-08-14,505.974,95.54,$1464.70,14134.375
2014-08-15,497.245,97.3,$1455.20,14134.375
2014-08-16,520.182,97.3,$1455.20,13529.166666667908
2014-08-17,492.633,97.3,$1455.20,13529.166666667908
2014-08-18,461.424,96.44,$1448.30,13529.166666667908
2014-08-19,483.471,94.35,$1445.70,13529.166666667908
2014-08-20,513.219,96.4,$1444.20,14397.916666666046
2014-08-21,517.153,93.97,$1424.40,14397.916666666046
2014-08-22,514.677,93.61,$1429.20,14397.916666666046
2014-08-23,498.418,93.61,$1429.20,13733.333333333954
2014-08-24,508.066,93.61,$1429.20,13733.333333333954
2014-08-25,502.646,95.39,$1427.90,13733.333333333954
2014-08-26,511.666,95.78,$1434.20,13800.0
2014-08-27,510.922,95.82,$1432.40,13800.0
2014-08-28,507.368,96.44,$1439.40,13800.0
2014-08-29,508.572,97.86,$1436.40,13800.0
2014-08-30,504.399,97.86,$1436.40,13860.416666666046
2014-08-31,477.332,97.86,$1436.40,13860.416666666046
2014-09-01,475.725,97.86,$1436.40,13860.416666666046
2014-09-02,477.51,92.92,$1414.00,13933.333333333954
2014-09-03,477.548,95.5,$1419.30,13933.333333333954
2014-09-04,490.113,94.51,$1415.50,13933.333333333954
2014-09-05,483.116,93.32,$1416.30,13933.333333333954
2014-09-06,485.021,93.32,$1416.30,14066.666666666046
2014-09-07,482.633,93.32,$1416.30,14066.666666666046
2014-09-08,474.789,92.64,$1403.30,14066.666666666046
2014-09-09,475.503,92.73,$1397.50,14072.916666666046
2014-09-10,478.795,91.71,$1394.30,14072.916666666046
2014-09-11,479.645,92.89,$1388.00,14072.916666666046
2014-09-12,477.593,92.18,$1380.50,14072.916666666046
2014-09-13,478.879,92.18,$1380.50,13827.083333333954
2014-09-14,477.745,92.18,$1380.50,13827.083333333954
2014-09-15,475.434,92.86,$1384.10,13827.083333333954
2014-09-16,465.955,94.91,$1385.70,13985.416666666046
2014-09-17,457.377,94.33,$1384.90,13985.416666666046
2014-09-18,424.23,93.07,$1375.90,13985.416666666046
2014-09-19,394.709,92.43,$1365.60,13889.583333333954
2014-09-20,409.558,92.43,$1365.60,13889.583333333954
2014-09-21,398.645,92.43,$1365.60,13889.583333333954
2014-09-22,402.188,91.46,$1366.90,13889.583333333954
2014-09-23,435.962,91.55,$1371.00,13953.125
2014-09-24,422.795,93.6,$1368.50,13953.125
2014-09-25,411.693,93.59,$1370.90,13953.125
2014-09-26,403.95,95.55,$1364.40,14027.083333333954
2014-09-27,399.205,95.55,$1364.40,14027.083333333954
2014-09-28,377.06,95.55,$1364.40,14027.083333333954
2014-09-29,375.665,94.53,$1367.80,14027.083333333954
2014-09-30,387.137,91.17,$1360.60,13405.208333332092
2014-10-01,383.615,90.74,$1364.50,13405.208333332092
2014-10-02,375.081,91.02,$1364.10,13405.208333332092
2014-10-03,360.002,89.76,$1341.90,13405.208333332092
2014-10-04,328.892,89.76,$1341.90,13637.5
2014-10-05,321.77,89.76,$1341.90,13637.5
2014-10-06,329.387,90.33,$1356.30,13637.5
2014-10-07,336.718,88.89,$1361.40,13677.083333333954
2014-10-08,353.45,87.29,$1355.00,13677.083333333954
2014-10-09,364.51,85.76,$1374.30,13677.083333333954
2014-10-10,360.576,85.87,$1370.70,13677.083333333954
2014-10-11,363.041,85.87,$1370.70,13500.0
2014-10-12,379.171,85.87,$1370.70,13500.0
2014-10-13,390.196,85.73,$1379.00,13500.0
2014-10-14,401.361,81.72,$1383.30,13500.0
2014-10-15,394.733,81.82,$1393.80,14050.0
2014-10-16,382.834,82.33,$1390.20,14050.0
2014-10-17,383.801,82.8,$1388.00,14050.0
2014-10-18,391.556,82.8,$1388.00,13418.75
2014-10-19,390.54,82.8,$1388.00,13418.75
2014-10-20,382.479,82.76,$1393.70,13418.75
2014-10-21,386.154,83.25,$1400.70,13418.75
2014-10-22,383.194,80.52,$1394.50,13881.25
2014-10-23,359.053,82.81,$1378.10,13881.25
2014-10-24,358.478,81.27,$1380.80,13881.25
2014-10-25,346.653,81.27,$1380.80,13881.25
2014-10-26,354.681,81.27,$1380.80,13500.0
2014-10-27,353.178,81.26,$1378.30,13500.0
2014-10-28,357.389,81.36,$1378.40,13500.0
2014-10-29,335.68,82.25,$1373.90,13493.75
2014-10-30,344.883,81.06,$1347.60,13493.75
2014-10-31,338.594,80.53,$1320.60,13493.75
2014-11-01,324.768,80.53,$1320.60,13493.75
2014-11-02,325.995,80.53,$1320.60,13585.416666666046
2014-11-03,327.495,78.77,$1318.80,13585.416666666046
2014-11-04,330.717,77.15,$1316.70,13585.416666666046
2014-11-05,339.687,78.71,$1294.70,13792.708333333954
2014-11-06,349.491,77.87,$1291.60,13792.708333333954
2014-11-07,342.479,78.71,$1318.80,13792.708333333954
2014-11-08,345.681,78.71,$1318.80,13792.708333333954
2014-11-09,363.013,78.71,$1318.80,13703.125
2014-11-10,365.658,77.43,$1308.80,13703.125
2014-11-11,367.783,77.85,$1312.00,13703.125
2014-11-12,421.391,77.16,$1308.10,13336.458333333954
2014-11-13,418.364,74.13,$1310.50,13336.458333333954
2014-11-14,397.55,75.91,$1334.60,13336.458333333954
2014-11-15,377.436,75.91,$1334.60,13336.458333333954
2014-11-16,388.308,75.91,$1334.60,13536.458333332092
2014-11-17,387.72,75.64,$1332.50,13536.458333332092
2014-11-18,375.005,74.55,$1346.10,13536.458333332092
2014-11-19,380.643,74.55,$1342.90,13536.458333332092
2014-11-20,357.799,75.63,$1339.90,13352.083333333954
2014-11-21,351.329,76.52,$1346.70,13352.083333333954
2014-11-22,353.273,76.52,$1346.70,13352.083333333954
2014-11-23,367.968,76.52,$1346.70,13352.083333333954
2014-11-24,376.631,75.74,$1344.70,13459.375
2014-11-25,375.001,74.04,$1346.10,13459.375
2014-11-26,367.066,73.7,$1345.60,13459.375
2014-11-27,369.535,73.7,$1345.60,13459.375
2014-11-28,377.006,65.94,$1324.20,13659.375
2014-11-29,375.534,65.94,$1324.20,13659.375
2014-11-30,378.236,65.94,$1324.20,13659.375
2014-12-01,379.366,68.98,$1367.00,13620.833333333954
2014-12-02,381.711,66.99,$1348.30,13620.833333333954
2014-12-03,375.222,67.3,$1357.60,13620.833333333954
2014-12-04,369.066,66.73,$1356.60,13620.833333333954
2014-12-05,376.616,65.89,$1339.30,13683.333333332092
2014-12-06,374.783,65.89,$1339.30,13683.333333332092
2014-12-07,375.156,65.89,$1339.30,13683.333333332092
2014-12-08,361.886,63.13,$1343.80,13683.333333332092
2014-12-09,351.581,63.74,$1380.90,13681.25
2014-12-10,347.332,60.99,$1378.30,13681.25
2014-12-11,350.506,60.01,$1374.50,13681.25
2014-12-12,352.542,57.81,$1371.40,13681.25
2014-12-13,347.557,57.81,$1371.40,13790.625
2014-12-14,351.714,57.81,$1371.40,13790.625
2014-12-15,345.179,55.96,$1356.60,13790.625
2014-12-16,328.548,55.97,$1343.20,13790.625
2014-12-17,319.31,56.43,$1343.40,13855.208333333954
2014-12-18,311.629,54.18,$1343.70,13855.208333333954
2014-12-19,317.68,56.91,$1344.90,13855.208333333954
2014-12-20,329.365,56.91,$1344.90,13855.208333333954
2014-12-21,320.896,56.91,$1344.90,13972.916666666046
2014-12-22,331.896,55.25,$1328.70,13972.916666666046
2014-12-23,334.702,56.78,$1326.90,13972.916666666046
2014-12-24,322.774,55.7,$1322.40,13972.916666666046
2014-12-25,319.0,55.7,$1322.40,13657.291666667908
2014-12-26,328.517,54.59,$1344.20,13657.291666667908
2014-12-27,315.631,54.59,$1344.20,13657.291666667908
2014-12-28,317.506,54.59,$1344.20,13419.791666666046
2014-12-29,312.307,53.46,$1330.80,13419.791666666046
2014-12-30,310.61,54.14,$1349.30,13419.791666666046
2014-12-31,319.983,53.45,$1333.00,13419.791666666046
2015-01-01,314.136,53.45,$1333.00,14085.416666666046
2015-01-02,315.207,52.72,$1335.10,14085.416666666046
2015-01-03,284.234,52.72,$1335.10,14085.416666666046
2015-01-04,264.201,52.72,$1335.10,13651.041666667908
2015-01-05,274.57,50.05,$1352.90,13651.041666667908
2015-01-06,285.835,47.98,$1368.30,13651.041666667908
2015-01-07,293.909,48.69,$1359.60,13929.166666666046
2015-01-08,283.5,48.8,$1357.40,13929.166666666046
2015-01-09,290.408,48.35,$1365.00,13929.166666666046
2015-01-10,274.697,48.35,$1365.00,13929.166666666046
2015-01-11,267.88,48.35,$1365.00,13706.25
2015-01-12,267.94,46.06,$1381.70,13706.25
2015-01-13,222.973,45.92,$1383.30,13706.25
2015-01-14,178.795,48.49,$1383.40,13706.25
2015-01-15,210.482,46.37,$1413.70,13606.25
2015-01-16,207.832,48.49,$1425.80,13606.25
2015-01-17,199.279,48.49,$1425.80,13606.25
2015-01-18,210.591,48.49,$1425.80,13606.25
2015-01-19,214.761,48.49,$1425.80,13720.833333333954
2015-01-20,211.258,46.79,$1443.10,13720.833333333954
2015-01-21,226.878,47.85,$1442.60,13720.833333333954
2015-01-22,232.832,45.93,$1449.60,13720.833333333954
2015-01-23,232.909,45.26,$1441.50,13620.833333332092
2015-01-24,247.864,45.26,$1441.50,13620.833333332092
2015-01-25,253.477,45.26,$1441.50,13620.833333332092
2015-01-26,273.388,44.8,$1428.30,13620.833333332092
2015-01-27,263.918,45.84,$1440.60,13609.375
2015-01-28,233.651,44.08,$1434.80,13609.375
2015-01-29,233.521,44.12,$1403.50,13609.375
2015-01-30,225.839,47.79,$1427.40,13609.375
2015-01-31,217.8,47.79,$1427.40,14198.958333333954
2015-02-01,226.998,47.79,$1427.40,14198.958333333954
2015-02-02,238.469,49.25,$1425.10,14198.958333333954
2015-02-03,227.129,53.04,$1408.50,13971.875
2015-02-04,226.147,48.45,$1412.70,13971.875
2015-02-05,216.969,50.48,$1410.90,13971.875
2015-02-06,222.236,51.66,$1382.80,13971.875
2015-02-07,227.72,51.66,$1382.80,13819.791666666046
2015-02-08,223.3,51.66,$1382.80,13819.791666666046
2015-02-09,219.838,52.99,$1389.70,13819.791666666046
2015-02-10,220.053,50.06,$1380.40,13819.791666666046
2015-02-11,219.004,48.8,$1367.80,13813.541666667908
2015-02-12,221.609,51.17,$1368.90,13813.541666667908
2015-02-13,235.488,52.66,$1375.30,13813.541666667908
2015-02-14,257.747,52.66,$1375.30,13297.916666666046
2015-02-15,233.704,52.66,$1375.30,13297.916666666046
2015-02-16,233.71,52.66,$1375.30,13297.916666666046
2015-02-17,243.452,53.56,$1356.80,13297.916666666046
2015-02-18,236.216,52.13,$1348.40,13621.875
2015-02-19,240.701,51.12,$1355.80,13621.875
2015-02-20,244.077,49.95,$1353.10,13621.875
2015-02-21,244.376,49.95,$1353.10,13646.875
2015-02-22,236.145,49.95,$1353.10,13646.875
2015-02-23,238.702,49.56,$1349.00,13646.875
2015-02-24,238.79,48.48,$1345.50,13646.875
2015-02-25,237.38,50.25,$1349.70,13594.791666666046
2015-02-26,236.558,47.65,$1358.30,13594.791666666046
2015-02-27,253.828,49.84,$1361.30,13594.791666666046
2015-02-28,254.274,49.84,$1361.30,13594.791666666046
2015-03-01,260.371,49.84,$1361.30,13805.208333333954
2015-03-02,275.598,49.59,$1356.40,13805.208333333954
2015-03-03,281.702,50.43,$1352.60,13805.208333333954
2015-03-04,273.457,51.53,$1349.10,13747.916666666046
2015-03-05,275.968,50.76,$1344.40,13747.916666666046
2015-03-06,272.6,49.61,$1312.50,13747.916666666046
2015-03-07,276.18,49.61,$1312.50,13747.916666666046
2015-03-08,274.383,49.61,$1312.50,13558.333333333954
2015-03-09,289.861,49.95,$1314.70,13558.333333333954
2015-03-10,291.696,48.42,$1308.30,13558.333333333954
2015-03-11,296.468,48.06,$1298.80,13558.333333333954
2015-03-12,294.727,47.12,$1300.10,13935.416666666046
2015-03-13,286.526,44.88,$1300.60,13935.416666666046
2015-03-14,282.24,44.88,$1300.60,13935.416666666046
2015-03-15,285.607,44.88,$1300.60,13935.416666666046
2015-03-16,290.524,43.93,$1301.40,13258.333333333954
2015-03-17,285.465,43.39,$1296.40,13258.333333333954
2015-03-18,256.65,44.63,$1299.50,13258.333333333954
2015-03-19,260.741,44.02,$1317.20,13258.333333333954
2015-03-20,261.829,46.0,$1332.80,13555.208333333954
2015-03-21,260.018,46.0,$1332.80,13555.208333333954
2015-03-22,267.969,46.0,$1332.80,13555.208333333954
2015-03-23,266.682,47.4,$1335.90,13446.875
2015-03-24,245.055,47.03,$1339.60,13446.875
2015-03-25,246.081,48.75,$1345.20,13446.875
2015-03-26,248.482,51.41,$1353.00,13446.875
2015-03-27,247.066,48.83,$1348.00,13373.958333332092
2015-03-28,252.89,48.83,$1348.00,13373.958333332092
2015-03-29,242.637,48.83,$1348.00,13373.958333332092
2015-03-30,247.657,48.66,$1333.00,13475.0
2015-03-31,244.14,47.72,$1331.30,13475.0
2015-04-01,247.289,50.12,$1356.30,13475.0
2015-04-02,253.024,49.13,$1349.10,13475.0
2015-04-03,254.321,49.13,$1349.10,13688.541666667908
2015-04-04,253.83,49.13,$1349.10,13688.541666667908
2015-04-05,260.451,49.13,$1349.10,13688.541666667908
2015-04-06,255.527,52.08,$1366.80,13688.541666667908
2015-04-07,253.451,53.95,$1358.80,13660.416666666046
2015-04-08,245.084,50.44,$1351.30,13660.416666666046
2015-04-09,243.744,50.79,$1341.80,13660.416666666046
2015-04-10,235.881,51.63,$1352.80,13660.416666666046
2015-04-11,236.637,51.63,$1352.80,13725.0
2015-04-12,236.071,51.63,$1352.80,13725.0
2015-04-13,224.81,51.95,$1347.50,13725.0
2015-04-14,219.163,53.3,$1340.80,13500.0
2015-04-15,223.656,56.25,$1349.50,13500.0
2015-04-16,228.615,56.69,$1346.20,13500.0
2015-04-17,222.951,55.71,$1351.30,13500.0
2015-04-18,223.417,55.71,$1351.30,13385.416666666046
2015-04-19,222.604,55.71,$1351.30,13385.416666666046
2015-04-20,224.645,56.37,$1341.90,13385.416666666046
2015-04-21,234.462,55.58,$1351.30,13385.416666666046
2015-04-22,233.881,56.17,$1335.10,13733.333333333954
2015-04-23,236.475,56.59,$1342.50,13733.333333333954
2015-04-24,231.215,55.98,$1323.20,13733.333333333954
2015-04-25,226.483,55.98,$1323.20,13733.333333333954
2015-04-26,219.391,55.98,$1323.20,13456.25
2015-04-27,229.219,55.56,$1351.40,13456.25
2015-04-28,225.749,57.05,$1362.10,13456.25
2015-04-29,226.002,58.55,$1358.20,13456.25
2015-04-30,235.997,59.62,$1330.60,13300.0
2015-05-01,232.155,59.1,$1322.70,13300.0
2015-05-02,235.027,59.1,$1322.70,13300.0
2015-05-03,240.376,59.1,$1322.70,13300.0
2015-05-04,239.004,58.92,$1335.00,13646.875
2015-05-05,236.121,60.38,$1341.40,13646.875
2015-05-06,229.439,60.93,$1338.50,13646.875
2015-05-07,237.135,58.99,$1330.40,13466.666666666046
2015-05-08,243.94,59.41,$1337.10,13466.666666666046
2015-05-09,242.022,59.41,$1337.10,13466.666666666046
2015-05-10,240.491,59.41,$1337.10,13466.666666666046
2015-05-11,241.949,59.23,$1331.20,13706.25
2015-05-12,241.494,60.72,$1340.60,13706.25
2015-05-13,236.525,60.5,$1366.40,13706.25
2015-05-14,236.886,59.89,$1373.40,13706.25
2015-05-15,237.589,59.73,$1373.50,13783.333333333954
